BOROUGH,Job Type,Residential,Permit Status,Issuance Date,NTA_NAME
BRONX,NB,YES,ISSUED,03/07/2025,Woodlawn-Wakefield
BRONX,NB,YES,ISSUED,03/07/2025,Woodlawn-Wakefield
BRONX,NB,YES,ISSUED,03/07/2025,Woodlawn-Wakefield
BROOKLYN,NB,YES,ISSUED,03/07/2025,Greenpoint
BRONX,NB,YES,ISSUED,03/07/2025,Spuyten Duyvil-Kingsbridge
BRONX,NB,YES,ISSUED,03/07/2025,Spuyten Duyvil-Kingsbridge
BRONX,NB,YES,ISSUED,03/07/2025,Spuyten Duyvil-Kingsbridge
BROOKLYN,NB,YES,ISSUED,03/07/2025,Ocean Hill
STATEN ISLAND,NB,YES,ISSUED,03/07/2025,Oakwood-Oakwood Beach
STATEN ISLAND,NB,YES,ISSUED,03/07/2025,Oakwood-Oakwood Beach
STATEN ISLAND,NB,YES,ISSUED,03/07/2025,Mariner's Harbor-Arlington-Port Ivory-Graniteville
QUEENS,NB,YES,ISSUED,03/06/2025,Bayside-Bayside Hills
QUEENS,NB,YES,ISSUED,03/06/2025,Jamaica Estates-Holliswood
BROOKLYN,NB,YES,ISSUED,03/06/2025,North Side-South Side
BROOKLYN,NB,YES,ISSUED,03/06/2025,Brighton Beach
BROOKLYN,NB,YES,ISSUED,03/06/2025,Bushwick South
QUEENS,NB,YES,ISSUED,03/06/2025,Murray Hill
QUEENS,NB,YES,ISSUED,03/06/2025,Murray Hill
BROOKLYN,NB,YES,ISSUED,03/06/2025,Greenpoint
QUEENS,NB,YES,ISSUED,03/05/2025,South Jamaica
QUEENS,NB,YES,ISSUED,03/05/2025,Richmond Hill
QUEENS,NB,YES,ISSUED,03/05/2025,Richmond Hill
QUEENS,NB,YES,ISSUED,03/05/2025,Astoria
QUEENS,NB,YES,ISSUED,03/05/2025,Astoria
QUEENS,NB,YES,ISSUED,03/05/2025,Whitestone
STATEN ISLAND,NB,YES,ISSUED,03/05/2025,New Dorp-Midland Beach
BROOKLYN,NB,YES,ISSUED,03/05/2025,North Side-South Side
BROOKLYN,NB,YES,ISSUED,03/05/2025,North Side-South Side
BROOKLYN,NB,YES,ISSUED,03/05/2025,North Side-South Side
STATEN ISLAND,NB,YES,ISSUED,03/05/2025,New Dorp-Midland Beach
STATEN ISLAND,NB,YES,ISSUED,03/05/2025,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
STATEN ISLAND,NB,YES,ISSUED,03/05/2025,Old Town-Dongan Hills-South Beach
QUEENS,NB,YES,ISSUED,03/05/2025,Murray Hill
BROOKLYN,NB,YES,ISSUED,03/05/2025,Clinton Hill
BROOKLYN,NB,YES,ISSUED,03/05/2025,Clinton Hill
BRONX,NB,YES,ISSUED,03/04/2025,Melrose South-Mott Haven North
BRONX,NB,YES,ISSUED,03/04/2025,Melrose South-Mott Haven North
BROOKLYN,NB,YES,ISSUED,03/04/2025,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
BROOKLYN,NB,YES,ISSUED,03/04/2025,Midwood
BROOKLYN,NB,YES,ISSUED,03/04/2025,Homecrest
BROOKLYN,NB,YES,ISSUED,03/04/2025,Homecrest
BROOKLYN,NB,YES,ISSUED,03/04/2025,Midwood
MANHATTAN,NB,YES,ISSUED,03/04/2025,SoHo-TriBeCa-Civic Center-Little Italy
STATEN ISLAND,NB,YES,ISSUED,03/03/2025,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,03/03/2025,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,03/03/2025,Charleston-Richmond Valley-Tottenville
BRONX,NB,YES,ISSUED,03/03/2025,Williamsbridge-Olinville
BRONX,NB,YES,ISSUED,03/03/2025,Melrose South-Mott Haven North
QUEENS,NB,YES,ISSUED,03/03/2025,Jamaica Estates-Holliswood
QUEENS,NB,YES,ISSUED,03/03/2025,Kew Gardens
QUEENS,NB,YES,ISSUED,02/28/2025,Jamaica Estates-Holliswood
QUEENS,NB,YES,ISSUED,02/28/2025,South Jamaica
QUEENS,NB,YES,ISSUED,02/28/2025,South Jamaica
QUEENS,NB,YES,ISSUED,02/28/2025,Corona
QUEENS,NB,YES,ISSUED,02/28/2025,Corona
BROOKLYN,NB,YES,ISSUED,02/28/2025,Sunset Park West
QUEENS,NB,YES,ISSUED,02/28/2025,Baisley Park
BROOKLYN,NB,YES,ISSUED,02/28/2025,East Williamsburg
BROOKLYN,NB,YES,ISSUED,02/28/2025,Sunset Park West
STATEN ISLAND,NB,YES,ISSUED,02/28/2025,Charleston-Richmond Valley-Tottenville
QUEENS,NB,YES,ISSUED,02/28/2025,Old Astoria
QUEENS,NB,YES,ISSUED,02/28/2025,Old Astoria
BRONX,NB,YES,ISSUED,02/28/2025,East Tremont
QUEENS,NB,YES,ISSUED,02/28/2025,Jamaica Estates-Holliswood
QUEENS,NB,YES,ISSUED,02/28/2025,Baisley Park
QUEENS,NB,YES,ISSUED,02/28/2025,Corona
BROOKLYN,NB,YES,ISSUED,02/27/2025,Bedford
BRONX,NB,YES,ISSUED,02/27/2025,Mount Hope
QUEENS,NB,YES,ISSUED,02/26/2025,Queensbridge-Ravenswood-Long Island City
BRONX,NB,YES,ISSUED,02/26/2025,Van Cortlandt Village
QUEENS,NB,YES,ISSUED,02/26/2025,Flushing
BROOKLYN,NB,YES,ISSUED,02/26/2025,Clinton Hill
BROOKLYN,NB,YES,ISSUED,02/26/2025,Sunset Park East
BROOKLYN,NB,YES,ISSUED,02/25/2025,East New York
BROOKLYN,NB,YES,ISSUED,02/25/2025,North Side-South Side
BROOKLYN,NB,YES,ISSUED,02/25/2025,North Side-South Side
BROOKLYN,NB,YES,ISSUED,02/25/2025,North Side-South Side
QUEENS,NB,YES,ISSUED,02/25/2025,Lindenwood-Howard Beach
QUEENS,NB,YES,ISSUED,02/25/2025,Lindenwood-Howard Beach
QUEENS,NB,YES,ISSUED,02/25/2025,Jamaica Estates-Holliswood
QUEENS,NB,YES,ISSUED,02/25/2025,Jamaica Estates-Holliswood
QUEENS,NB,YES,ISSUED,02/25/2025,Jamaica Estates-Holliswood
QUEENS,NB,YES,ISSUED,02/25/2025,Jamaica Estates-Holliswood
QUEENS,NB,YES,ISSUED,02/25/2025,Jamaica Estates-Holliswood
BROOKLYN,NB,YES,ISSUED,02/25/2025,Bedford
BRONX,NB,YES,ISSUED,02/25/2025,Melrose South-Mott Haven North
BRONX,NB,YES,ISSUED,02/25/2025,Melrose South-Mott Haven North
MANHATTAN,NB,YES,ISSUED,02/25/2025,East Harlem North
BROOKLYN,NB,YES,ISSUED,02/25/2025,Prospect Lefferts Gardens-Wingate
BROOKLYN,NB,YES,ISSUED,02/25/2025,Crown Heights North
BROOKLYN,NB,YES,ISSUED,02/24/2025,Sunset Park West
BROOKLYN,NB,YES,ISSUED,02/24/2025,Stuyvesant Heights
BROOKLYN,NB,YES,ISSUED,02/24/2025,Sunset Park West
BROOKLYN,NB,YES,ISSUED,02/24/2025,Greenpoint
BROOKLYN,NB,YES,ISSUED,02/24/2025,Kensington-Ocean Parkway
MANHATTAN,NB,YES,ISSUED,02/24/2025,Turtle Bay-East Midtown
BROOKLYN,NB,YES,ISSUED,02/24/2025,Flatbush
MANHATTAN,NB,YES,ISSUED,02/21/2025,Hudson Yards-Chelsea-Flatiron-Union Square
BROOKLYN,NB,YES,ISSUED,02/21/2025,Sunset Park West
BROOKLYN,NB,YES,ISSUED,02/20/2025,East New York (Pennsylvania Ave)
QUEENS,NB,YES,ISSUED,02/20/2025,Flushing
BROOKLYN,NB,YES,ISSUED,02/20/2025,Brownsville
MANHATTAN,NB,YES,ISSUED,02/20/2025,Lower East Side
QUEENS,NB,YES,ISSUED,02/20/2025,Hammels-Arverne-Edgemere
QUEENS,NB,YES,ISSUED,02/20/2025,Hollis
BRONX,NB,YES,ISSUED,02/20/2025,University Heights-Morris Heights
BRONX,NB,YES,ISSUED,02/20/2025,University Heights-Morris Heights
BRONX,NB,YES,ISSUED,02/20/2025,Norwood
BROOKLYN,NB,YES,ISSUED,02/20/2025,East Williamsburg
BROOKLYN,NB,YES,ISSUED,02/20/2025,East Williamsburg
QUEENS,NB,YES,ISSUED,02/20/2025,Jamaica Estates-Holliswood
QUEENS,NB,YES,ISSUED,02/20/2025,Jamaica Estates-Holliswood
MANHATTAN,NB,YES,ISSUED,02/20/2025,Lower East Side
QUEENS,NB,YES,ISSUED,02/19/2025,College Point
QUEENS,NB,YES,ISSUED,02/19/2025,Hammels-Arverne-Edgemere
QUEENS,NB,YES,ISSUED,02/19/2025,Corona
BROOKLYN,NB,YES,ISSUED,02/19/2025,Prospect Heights
BROOKLYN,NB,YES,ISSUED,02/18/2025,Brownsville
BROOKLYN,NB,YES,ISSUED,02/18/2025,Brownsville
BROOKLYN,NB,YES,ISSUED,02/18/2025,Brownsville
STATEN ISLAND,NB,YES,ISSUED,02/18/2025,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,02/18/2025,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
STATEN ISLAND,NB,YES,ISSUED,02/18/2025,New Dorp-Midland Beach
BROOKLYN,NB,YES,ISSUED,02/18/2025,Bushwick South
BROOKLYN,NB,YES,ISSUED,02/18/2025,East Williamsburg
MANHATTAN,NB,YES,ISSUED,02/18/2025,Hudson Yards-Chelsea-Flatiron-Union Square
BROOKLYN,NB,YES,ISSUED,02/17/2025,North Side-South Side
BROOKLYN,NB,YES,ISSUED,02/17/2025,North Side-South Side
BROOKLYN,NB,YES,ISSUED,02/17/2025,North Side-South Side
STATEN ISLAND,NB,YES,ISSUED,02/15/2025,Charleston-Richmond Valley-Tottenville
BROOKLYN,NB,YES,ISSUED,02/15/2025,Flatbush
BROOKLYN,NB,YES,ISSUED,02/14/2025,Erasmus
BROOKLYN,NB,YES,ISSUED,02/14/2025,Sunset Park East
BROOKLYN,NB,YES,ISSUED,02/14/2025,Sunset Park East
BROOKLYN,NB,YES,ISSUED,02/14/2025,Sunset Park East
QUEENS,NB,YES,ISSUED,02/14/2025,Far Rockaway-Bayswater
BROOKLYN,NB,YES,ISSUED,02/14/2025,Erasmus
BROOKLYN,NB,YES,ISSUED,02/14/2025,Erasmus
MANHATTAN,NB,YES,ISSUED,02/13/2025,Hudson Yards-Chelsea-Flatiron-Union Square
QUEENS,NB,YES,ISSUED,02/13/2025,Old Astoria
QUEENS,NB,YES,ISSUED,02/13/2025,Old Astoria
BRONX,NB,YES,ISSUED,02/13/2025,East Tremont
BROOKLYN,NB,YES,ISSUED,02/13/2025,Sunset Park West
QUEENS,NB,YES,ISSUED,02/13/2025,Old Astoria
BROOKLYN,NB,YES,ISSUED,02/13/2025,Carroll Gardens-Columbia Street-Red Hook
BROOKLYN,NB,YES,ISSUED,02/13/2025,Flatbush
QUEENS,NB,YES,ISSUED,02/13/2025,Old Astoria
BROOKLYN,NB,YES,ISSUED,02/12/2025,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
QUEENS,NB,YES,ISSUED,02/12/2025,Forest Hills
STATEN ISLAND,NB,YES,ISSUED,02/12/2025,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,02/12/2025,Charleston-Richmond Valley-Tottenville
QUEENS,NB,YES,ISSUED,02/12/2025,Whitestone
QUEENS,NB,YES,ISSUED,02/12/2025,Whitestone
MANHATTAN,NB,YES,ISSUED,02/12/2025,Clinton
BROOKLYN,NB,YES,ISSUED,02/12/2025,Bedford
BRONX,NB,YES,ISSUED,02/12/2025,Melrose South-Mott Haven North
BROOKLYN,NB,YES,ISSUED,02/12/2025,Williamsburg
QUEENS,NB,YES,ISSUED,02/11/2025,Far Rockaway-Bayswater
STATEN ISLAND,NB,YES,ISSUED,02/11/2025,New Dorp-Midland Beach
QUEENS,NB,YES,ISSUED,02/11/2025,Jamaica
BRONX,NB,YES,ISSUED,02/11/2025,Mount Hope
BRONX,NB,YES,ISSUED,02/11/2025,West Concourse
BRONX,NB,YES,ISSUED,02/11/2025,West Concourse
BROOKLYN,NB,YES,ISSUED,02/11/2025,Greenpoint
BROOKLYN,NB,YES,ISSUED,02/11/2025,Greenpoint
MANHATTAN,NB,YES,ISSUED,02/11/2025,Washington Heights South
BROOKLYN,NB,YES,ISSUED,02/11/2025,Greenpoint
QUEENS,NB,YES,ISSUED,02/11/2025,Hammels-Arverne-Edgemere
QUEENS,NB,YES,ISSUED,02/11/2025,Hunters Point-Sunnyside-West Maspeth
BROOKLYN,NB,YES,ISSUED,02/11/2025,Stuyvesant Heights
BROOKLYN,NB,YES,ISSUED,02/10/2025,North Side-South Side
BRONX,NB,YES,ISSUED,02/10/2025,Mount Hope
MANHATTAN,NB,YES,ISSUED,02/10/2025,East Harlem South
MANHATTAN,NB,YES,ISSUED,02/10/2025,East Harlem South
BROOKLYN,NB,YES,ISSUED,02/10/2025,Seagate-Coney Island
MANHATTAN,NB,YES,ISSUED,02/10/2025,East Harlem North
MANHATTAN,NB,YES,ISSUED,02/10/2025,East Harlem North
MANHATTAN,NB,YES,ISSUED,02/10/2025,Central Harlem South
BROOKLYN,NB,YES,ISSUED,02/10/2025,Crown Heights North
BROOKLYN,NB,YES,ISSUED,02/10/2025,Crown Heights North
BROOKLYN,NB,YES,ISSUED,02/10/2025,Crown Heights North
BROOKLYN,NB,YES,ISSUED,02/10/2025,Crown Heights North
BROOKLYN,NB,YES,ISSUED,02/10/2025,North Side-South Side
BROOKLYN,NB,YES,ISSUED,02/07/2025,Stuyvesant Heights
BROOKLYN,NB,YES,ISSUED,02/07/2025,Brownsville
BROOKLYN,NB,YES,ISSUED,02/07/2025,Dyker Heights
BROOKLYN,NB,YES,ISSUED,02/07/2025,Erasmus
BROOKLYN,NB,YES,ISSUED,02/07/2025,Erasmus
BROOKLYN,NB,YES,ISSUED,02/07/2025,Erasmus
BROOKLYN,NB,YES,ISSUED,02/07/2025,East Williamsburg
BROOKLYN,NB,YES,ISSUED,02/07/2025,Park Slope-Gowanus
BROOKLYN,NB,YES,ISSUED,02/07/2025,Stuyvesant Heights
BROOKLYN,NB,YES,ISSUED,02/07/2025,Stuyvesant Heights
MANHATTAN,NB,YES,ISSUED,02/07/2025,Clinton
QUEENS,NB,YES,ISSUED,02/06/2025,Maspeth
BROOKLYN,NB,YES,ISSUED,02/06/2025,Bushwick South
BROOKLYN,NB,YES,ISSUED,02/06/2025,Bushwick South
STATEN ISLAND,NB,YES,ISSUED,02/06/2025,Grasmere-Arrochar-Ft. Wadsworth
BROOKLYN,NB,YES,ISSUED,02/06/2025,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
BROOKLYN,NB,YES,ISSUED,02/06/2025,
BROOKLYN,NB,YES,ISSUED,02/05/2025,Bensonhurst East
BROOKLYN,NB,YES,ISSUED,02/05/2025,North Side-South Side
QUEENS,NB,YES,ISSUED,02/05/2025,East Elmhurst
QUEENS,NB,YES,ISSUED,02/05/2025,East Elmhurst
QUEENS,NB,YES,ISSUED,02/05/2025,East Elmhurst
BROOKLYN,NB,YES,ISSUED,02/05/2025,North Side-South Side
BROOKLYN,NB,YES,ISSUED,02/05/2025,Crown Heights North
BROOKLYN,NB,YES,ISSUED,02/04/2025,Rugby-Remsen Village
BROOKLYN,NB,YES,ISSUED,02/04/2025,Bensonhurst East
BROOKLYN,NB,YES,ISSUED,02/04/2025,Bensonhurst East
BROOKLYN,NB,YES,ISSUED,02/04/2025,Bensonhurst East
BROOKLYN,NB,YES,ISSUED,02/04/2025,Stuyvesant Heights
BROOKLYN,NB,YES,ISSUED,02/03/2025,East Williamsburg
BRONX,NB,YES,ISSUED,02/03/2025,Van Cortlandt Village
STATEN ISLAND,NB,YES,ISSUED,02/03/2025,New Springville-Bloomfield-Travis
STATEN ISLAND,NB,YES,ISSUED,01/31/2025,Charleston-Richmond Valley-Tottenville
QUEENS,NB,YES,ISSUED,01/31/2025,Cambria Heights
QUEENS,NB,YES,ISSUED,01/31/2025,St. Albans
QUEENS,NB,YES,ISSUED,01/31/2025,Flushing
BROOKLYN,NB,YES,ISSUED,01/31/2025,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
BROOKLYN,NB,YES,ISSUED,01/30/2025,Bensonhurst East
BROOKLYN,NB,YES,ISSUED,01/30/2025,Bensonhurst East
QUEENS,NB,YES,ISSUED,01/30/2025,Old Astoria
BRONX,NB,YES,ISSUED,01/30/2025,Pelham Bay-Country Club-City Island
BROOKLYN,NB,YES,ISSUED,01/30/2025,Bushwick South
MANHATTAN,NB,YES,ISSUED,01/30/2025,SoHo-TriBeCa-Civic Center-Little Italy
QUEENS,NB,YES,ISSUED,01/30/2025,Jamaica
QUEENS,NB,YES,ISSUED,01/30/2025,Flushing
STATEN ISLAND,NB,YES,ISSUED,01/30/2025,Charleston-Richmond Valley-Tottenville
BROOKLYN,NB,YES,ISSUED,01/29/2025,Greenpoint
BROOKLYN,NB,YES,ISSUED,01/29/2025,Crown Heights North
QUEENS,NB,YES,ISSUED,01/29/2025,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,01/29/2025,Far Rockaway-Bayswater
BROOKLYN,NB,YES,ISSUED,01/29/2025,Dyker Heights
BROOKLYN,NB,YES,ISSUED,01/29/2025,East New York
MANHATTAN,NB,YES,ISSUED,01/28/2025,Battery Park City-Lower Manhattan
STATEN ISLAND,NB,YES,ISSUED,01/28/2025,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
BROOKLYN,NB,YES,ISSUED,01/28/2025,Borough Park
QUEENS,NB,YES,ISSUED,01/28/2025,Jamaica
BROOKLYN,NB,YES,ISSUED,01/28/2025,East New York
MANHATTAN,NB,YES,ISSUED,01/28/2025,SoHo-TriBeCa-Civic Center-Little Italy
BRONX,NB,YES,ISSUED,01/28/2025,East Tremont
QUEENS,NB,YES,ISSUED,01/28/2025,Astoria
QUEENS,NB,YES,ISSUED,01/27/2025,Jamaica
QUEENS,NB,YES,ISSUED,01/27/2025,Jamaica
BRONX,NB,YES,ISSUED,01/27/2025,North Riverdale-Fieldston-Riverdale
BRONX,NB,YES,ISSUED,01/27/2025,Melrose South-Mott Haven North
BROOKLYN,NB,YES,ISSUED,01/24/2025,Prospect Heights
BROOKLYN,NB,YES,ISSUED,01/24/2025,Sunset Park West
BRONX,NB,YES,ISSUED,01/24/2025,Melrose South-Mott Haven North
STATEN ISLAND,NB,YES,ISSUED,01/24/2025,Annadale-Huguenot-Prince's Bay-Eltingville
BROOKLYN,NB,YES,ISSUED,01/24/2025,Midwood
BROOKLYN,NB,YES,ISSUED,01/24/2025,Prospect Heights
MANHATTAN,NB,YES,ISSUED,01/24/2025,SoHo-TriBeCa-Civic Center-Little Italy
QUEENS,NB,YES,ISSUED,01/23/2025,Jamaica
MANHATTAN,NB,YES,ISSUED,01/23/2025,Lower East Side
QUEENS,NB,YES,ISSUED,01/23/2025,Hunters Point-Sunnyside-West Maspeth
QUEENS,NB,YES,ISSUED,01/23/2025,Hunters Point-Sunnyside-West Maspeth
QUEENS,NB,YES,ISSUED,01/23/2025,Hunters Point-Sunnyside-West Maspeth
BRONX,NB,YES,ISSUED,01/23/2025,Mount Hope
BROOKLYN,NB,YES,ISSUED,01/23/2025,East Williamsburg
MANHATTAN,NB,YES,ISSUED,01/23/2025,Battery Park City-Lower Manhattan
BROOKLYN,NB,YES,ISSUED,01/23/2025,East New York
STATEN ISLAND,NB,YES,ISSUED,01/22/2025,Charleston-Richmond Valley-Tottenville
QUEENS,NB,YES,ISSUED,01/22/2025,Queens Village
QUEENS,NB,YES,ISSUED,01/22/2025,Richmond Hill
STATEN ISLAND,NB,YES,ISSUED,01/22/2025,Grymes Hill-Clifton-Fox Hills
STATEN ISLAND,NB,YES,ISSUED,01/22/2025,Grymes Hill-Clifton-Fox Hills
STATEN ISLAND,NB,YES,ISSUED,01/22/2025,Mariner's Harbor-Arlington-Port Ivory-Graniteville
QUEENS,NB,YES,ISSUED,01/22/2025,Corona
BROOKLYN,NB,YES,ISSUED,01/21/2025,East New York
BROOKLYN,NB,YES,ISSUED,01/21/2025,East New York
BROOKLYN,NB,YES,ISSUED,01/21/2025,Sunset Park West
BRONX,NB,YES,ISSUED,01/21/2025,Pelham Bay-Country Club-City Island
BRONX,NB,YES,ISSUED,01/21/2025,Pelham Bay-Country Club-City Island
BRONX,NB,YES,ISSUED,01/21/2025,Pelham Bay-Country Club-City Island
MANHATTAN,NB,YES,ISSUED,01/20/2025,Central Harlem North-Polo Grounds
QUEENS,NB,YES,ISSUED,01/17/2025,Richmond Hill
MANHATTAN,NB,YES,ISSUED,01/17/2025,Morningside Heights
BRONX,NB,YES,ISSUED,01/17/2025,Mount Hope
BRONX,NB,YES,ISSUED,01/17/2025,Mount Hope
BROOKLYN,NB,YES,ISSUED,01/17/2025,Prospect Heights
BROOKLYN,NB,YES,ISSUED,01/17/2025,Prospect Heights
BROOKLYN,NB,YES,ISSUED,01/17/2025,Dyker Heights
BRONX,NB,YES,ISSUED,01/17/2025,Mount Hope
BRONX,NB,YES,ISSUED,01/17/2025,Melrose South-Mott Haven North
BRONX,NB,YES,ISSUED,01/17/2025,Soundview-Castle Hill-Clason Point-Harding Park
BRONX,NB,YES,ISSUED,01/17/2025,Soundview-Castle Hill-Clason Point-Harding Park
BRONX,NB,YES,ISSUED,01/17/2025,Soundview-Castle Hill-Clason Point-Harding Park
BRONX,NB,YES,ISSUED,01/17/2025,Soundview-Castle Hill-Clason Point-Harding Park
BRONX,NB,YES,ISSUED,01/17/2025,Soundview-Castle Hill-Clason Point-Harding Park
BRONX,NB,YES,ISSUED,01/17/2025,Soundview-Castle Hill-Clason Point-Harding Park
BRONX,NB,YES,ISSUED,01/17/2025,Soundview-Castle Hill-Clason Point-Harding Park
BRONX,NB,YES,ISSUED,01/17/2025,Soundview-Castle Hill-Clason Point-Harding Park
BRONX,NB,YES,ISSUED,01/17/2025,Soundview-Castle Hill-Clason Point-Harding Park
BROOKLYN,NB,YES,ISSUED,01/16/2025,Bedford
BROOKLYN,NB,YES,ISSUED,01/16/2025,Brownsville
BROOKLYN,NB,YES,ISSUED,01/16/2025,Brownsville
BRONX,NB,YES,ISSUED,01/16/2025,Morrisania-Melrose
BROOKLYN,NB,YES,ISSUED,01/15/2025,Bath Beach
QUEENS,NB,YES,ISSUED,01/15/2025,Kew Gardens Hills
QUEENS,NB,YES,ISSUED,01/15/2025,Flushing
QUEENS,NB,YES,ISSUED,01/15/2025,Flushing
BRONX,NB,YES,ISSUED,01/15/2025,West Farms-Bronx River
QUEENS,NB,YES,ISSUED,01/15/2025,Laurelton
BROOKLYN,NB,YES,ISSUED,01/15/2025,Borough Park
BROOKLYN,NB,YES,ISSUED,01/15/2025,Brownsville
STATEN ISLAND,NB,YES,ISSUED,01/14/2025,Mariner's Harbor-Arlington-Port Ivory-Graniteville
STATEN ISLAND,NB,YES,ISSUED,01/14/2025,Mariner's Harbor-Arlington-Port Ivory-Graniteville
BRONX,NB,YES,ISSUED,01/14/2025,Woodlawn-Wakefield
STATEN ISLAND,NB,YES,ISSUED,01/14/2025,West New Brighton-New Brighton-St. George
STATEN ISLAND,NB,YES,ISSUED,01/14/2025,Mariner's Harbor-Arlington-Port Ivory-Graniteville
STATEN ISLAND,NB,YES,ISSUED,01/14/2025,Mariner's Harbor-Arlington-Port Ivory-Graniteville
STATEN ISLAND,NB,YES,ISSUED,01/14/2025,New Brighton-Silver Lake
STATEN ISLAND,NB,YES,ISSUED,01/14/2025,New Brighton-Silver Lake
BROOKLYN,NB,YES,ISSUED,01/14/2025,Prospect Lefferts Gardens-Wingate
BROOKLYN,NB,YES,ISSUED,01/14/2025,Brighton Beach
BROOKLYN,NB,YES,ISSUED,01/14/2025,East New York (Pennsylvania Ave)
QUEENS,NB,YES,ISSUED,01/13/2025,Hunters Point-Sunnyside-West Maspeth
QUEENS,NB,YES,ISSUED,01/13/2025,Queensbridge-Ravenswood-Long Island City
BROOKLYN,NB,YES,ISSUED,01/13/2025,Greenpoint
BROOKLYN,NB,YES,ISSUED,01/13/2025,East New York
QUEENS,NB,YES,ISSUED,01/13/2025,Hunters Point-Sunnyside-West Maspeth
MANHATTAN,NB,YES,ISSUED,01/13/2025,Washington Heights North
STATEN ISLAND,NB,YES,ISSUED,01/13/2025,Mariner's Harbor-Arlington-Port Ivory-Graniteville
BROOKLYN,NB,YES,ISSUED,01/10/2025,Midwood
BROOKLYN,NB,YES,ISSUED,01/10/2025,North Side-South Side
BROOKLYN,NB,YES,ISSUED,01/10/2025,Bushwick South
BROOKLYN,NB,YES,ISSUED,01/10/2025,East New York (Pennsylvania Ave)
MANHATTAN,NB,YES,ISSUED,01/10/2025,Turtle Bay-East Midtown
BROOKLYN,NB,YES,ISSUED,01/09/2025,Prospect Lefferts Gardens-Wingate
BROOKLYN,NB,YES,ISSUED,01/09/2025,Bensonhurst East
BROOKLYN,NB,YES,ISSUED,01/09/2025,Bensonhurst East
QUEENS,NB,YES,ISSUED,01/09/2025,Jamaica
QUEENS,NB,YES,ISSUED,01/09/2025,Jamaica
BRONX,NB,YES,ISSUED,01/09/2025,Highbridge
BROOKLYN,NB,YES,ISSUED,01/09/2025,Ocean Hill
BROOKLYN,NB,YES,ISSUED,01/08/2025,Fort Greene
BROOKLYN,NB,YES,ISSUED,01/08/2025,East New York (Pennsylvania Ave)
BROOKLYN,NB,YES,ISSUED,01/08/2025,Rugby-Remsen Village
QUEENS,NB,YES,ISSUED,01/08/2025,Far Rockaway-Bayswater
BROOKLYN,NB,YES,ISSUED,01/08/2025,East New York (Pennsylvania Ave)
MANHATTAN,NB,YES,ISSUED,01/08/2025,Morningside Heights
STATEN ISLAND,NB,YES,ISSUED,01/08/2025,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,01/08/2025,Charleston-Richmond Valley-Tottenville
BROOKLYN,NB,YES,ISSUED,01/08/2025,East New York (Pennsylvania Ave)
BRONX,NB,YES,ISSUED,01/08/2025,University Heights-Morris Heights
BROOKLYN,NB,YES,ISSUED,01/07/2025,Carroll Gardens-Columbia Street-Red Hook
BROOKLYN,NB,YES,ISSUED,01/07/2025,Crown Heights North
BRONX,NB,YES,ISSUED,01/07/2025,East Concourse-Concourse Village
BRONX,NB,YES,ISSUED,01/07/2025,Bedford Park-Fordham North
BROOKLYN,NB,YES,ISSUED,01/07/2025,Kensington-Ocean Parkway
BROOKLYN,NB,YES,ISSUED,01/07/2025,Bedford
BROOKLYN,NB,YES,ISSUED,01/06/2025,Stuyvesant Heights
BROOKLYN,NB,YES,ISSUED,01/06/2025,Stuyvesant Heights
BROOKLYN,NB,YES,ISSUED,01/06/2025,Stuyvesant Heights
QUEENS,NB,YES,ISSUED,01/06/2025,College Point
BROOKLYN,NB,YES,ISSUED,01/06/2025,Flatbush
BROOKLYN,NB,YES,ISSUED,01/06/2025,Brownsville
STATEN ISLAND,NB,YES,ISSUED,01/06/2025,Mariner's Harbor-Arlington-Port Ivory-Graniteville
BROOKLYN,NB,YES,ISSUED,01/06/2025,Borough Park
BROOKLYN,NB,YES,ISSUED,01/06/2025,Kensington-Ocean Parkway
BROOKLYN,NB,YES,ISSUED,01/06/2025,Bensonhurst West
BROOKLYN,NB,YES,ISSUED,01/06/2025,Fort Greene
QUEENS,NB,YES,ISSUED,01/06/2025,Far Rockaway-Bayswater
BRONX,NB,YES,ISSUED,01/05/2025,Van Cortlandt Village
BRONX,NB,YES,ISSUED,01/05/2025,Van Cortlandt Village
BRONX,NB,YES,ISSUED,01/05/2025,Van Cortlandt Village
BROOKLYN,NB,YES,ISSUED,01/03/2025,Borough Park
